1245622091098931201,0
1245622283894325251,2
1245622724581396480,0
1245627221106020353,2
1245627946791915520,2
1245633016983982084,2
1245633021853618176,2
1245633512679460866,2
1245638616694452227,2
1245638797439590408,0
1245639040155529219,1
1245644702247862272,0
1245650477926076419,2
1245650838841724928,2
1245651240995786753,1
1247539693689815040,0
1247539747670462464,2
1247539830948429828,0
1247539915266519040,1
1247539928117833732,2
1247540003590135810,1
1247540098431737858,2
1247540184482058244,0
1247544726456340481,2
1247544751383027713,0
1247544785147236352,2
1247544810157813767,1
1247544818705842176,1
1247544932023197696,1
1247544956786479104,0
1247544961333002241,1
1247545079138402307,1
1247545082951188481,0
1247545086549921793,1
1247545230078824466,2
1247545308512280576,2
1247545523025801216,0
1247545749748862982,2
1247545791662698496,0
1247546018335465472,2
1247546022252949506,2
1247546085469564929,1
1247546114762518529,0
1247550393103548420,1
1247550514067386368,2
1247550535953043456,1
1247550556811526149,2
1247550682250575874,0
1247550825125289989,2
1247550975805513728,1
1247551013596229633,0
1247551251363094530,1
1247551251719622657,1
1247551269402808321,1
1247551269721513986,1
1247551281931190272,2
1247551311509250049,2
1247551349228699649,0
1247551550542589953,2
1247551562706288641,2
1247551562748223489,1
1247551609464188928,1
1247551701743095808,1
1247551709766975488,2
1247551798342270980,2
1247551835465895937,1
1247538989021589509,2
1247539089110233090,1
1247539181577834505,1
1247539369985970178,0
1247539383038693377,0
1247539391397892102,1
1247539458947207168,0
1247539509119422464,0
1247539575146213377,1
1247539580166787073,0
1247539588303749121,0
1247527178004082688,0
1247527202536607747,0
1247527248531357696,1
1247527286640795650,1
1247527295083929600,2
1247527370380038151,1
1247527416358035458,0
1247527429616201730,1
1247527433655308292,2
1247527450529038338,1
1247527579650678787,1
1247527646834987008,2
1247527655508824064,2
1247527748219764736,1
1247527765034725376,1
1247527827756306432,0
1247527882185789440,1
1247527890431795202,2
1247527945360441348,1
1247527945565900804,1
1247527999932526594,0
1247528012356018176,1
1247528020568489985,2
1247528020639772676,2
1247528024754413568,0
1247528133554659329,1
1247528255260745730,0
1247528310172569608,1
1247528389558190082,0
1247528519506092037,0
1247532982505627651,2
1247533028831686657,0
1247533045193687043,1
1247533116098408448,1
1247533137141174275,2
1247533141549445121,0
1247533175141588992,1
1247533279575552000,1
1247533304871391234,0
1247533393757097988,1
1247533468638007299,1
1247533490159017984,1
1247533511159894017,0
1247533523432435714,1
1247533588679016448,1
1247533644979163140,1
1247533645159514112,1
1247533703409963009,0
1247533745789263873,2
1247533753817128961,2
1247533783584108545,2
1247533825569091586,0
1247533849862483968,2
1247533926509203463,2
1247533939029237762,2
1247533989612535821,2
1247534022487453697,1
1247534114867007488,1
1247534131916881922,2
1247534152317988866,2
1247534181589987329,1
1247534190809108481,2
1247534219695239168,2
1247534223893737472,1
1247534232534003718,2
1247534261604741121,2
1247534337186123776,0
1247534391493922817,2
1247534412415168512,1
1247538833186410499,0
1247538913566019591,2
1245216754017714177,0
1245216849748471814,2
1245216988202446850,2
1245217366616621056,2
1245217437160783872,2
1245217588558340097,1
1245218159260385280,2
1245223813140414464,2
1245223951480971265,2
1245228539164545024,2
1245229118423093248,0
1245199280404443141,2
1245199322150342656,2
1245199381000749062,2
1245199640842113029,2
1245200097719259138,0
1245200354033037312,2
1245200375252160513,2
1245200559184982017,2
1245200752567390209,0
1245205144330895362,2
1245205848009453569,2
1245206083796447232,2
1245206376785182721,2
1245206578023649282,2
1245211149643255808,2
1245211200847306755,2
1245211384901701632,2
1245211389465157633,2
1245211628347379713,2
1245211632424361986,2
1245211659519459328,2
1245211821528801280,2
1245211850867986432,0
1247218895871717378,2
1247218988326817792,1
1247207457845391362,2
1247207487322890240,0
1247207495996780546,1
1247207684597780481,2
1247207735017472000,2
1247212172322594818,0
1247212391219290118,0
1247212411603615745,2
1247212504058642432,2
1247212512581505025,2
1247212524849766402,2
1247212545913561089,1
1247212609113411584,2
1247212638456569857,0
1247212675735654403,2
1247212684312895489,0
1247212805725413386,2
1247212856367611905,2
1247212864600858645,2
1247213095669260293,2
1247213103227568131,2
1247213292743000064,1
1247217680156950528,2
1247217725933527046,0
1247217755465580545,2
1247217809781747713,1
1247217856078626816,0
1247218065558900736,2
1247218174396940288,1
1247218183162990593,1
1247218283947929600,1
1247218308572536833,2
1247218426147266560,1
1247218497446428672,2
1247218497710669826,2
1247206674009636868,2
1247206887621308416,2
1247206900502073345,2
1247206933951643649,2
1247206950690893824,2
1247206963022192640,1
1247207029971681280,1
1247207084724191233,2
1247207097240096768,0
1247207152206446597,0
1247207174130073604,2
1247207344963874817,0
1247207374051401734,0
1247207420310495234,0
1247195114084225024,2
1247195131301806081,1
1247195172166864896,1
1247195194426097667,2
1247195227749855240,0
1247195492087410691,2
1247195638850359301,1
1247195777174245377,1
1247195781754433536,2
1247195785751670785,1
1247195807033499649,0
1247195823605272576,2
1247195831436017667,1
1247195877569187842,0
1247195953280487425,0
1247196054006779904,2
1247196104086650881,2
1247196113054154754,0
1247196133887262722,1
1247196200543100930,2
1247196200626946050,2
1247196226006605831,1
1247200616889200642,0
1247200705271795712,0
1247200756114919425,2
1247200814160138241,0
